context,decision,predicted_decision
"## Context

While [ADR 002](https://github.com/primer/react/blob/main/contributor-docs/adrs/adr-002-behavior-isolation.md) landed on the decision to:

- Share JavaScript behaviour as ""vanilla"" functions which can be used between Primer View Components (PVC) and Primer React (PRC), consumed via React Hooks in PRC.
- Not use Custom Elements to drive behaviour of components.

Our perspective on the ADR has changed since its approval and this document will address those changes.","## Decision 
## Decision Outcome

Chosen option: ""Revisit and update ADR 002 to reflect current perspective"", because

* The original decision no longer aligns with evolving technical requirements and ecosystem trends.
* Maintaining outdated ADRs creates confusion for contributors and inconsistent implementation across Primer React and Primer View Components.
* There is renewed interest in leveraging Custom Elements for better encapsulation, interoperability, and framework-agnostic behaviour—especially as browser support and tooling have improved since the ADR was written.
* Clarifying the updated approach ensures alignment across teams and future-proofs component architecture.

This update will include:
- Evaluation of Custom Elements for behaviour isolation.
- Revised guidance on sharing logic between PVC and PRC.
- Deprecation plan for existing vanilla function patterns where appropriate.",## Decision
"## Context

> tl;dr
>
> We have workspaces within the project but no official way of connecting them or managing dependencies from the top-level. Similarly, scripts that grow in size or complexity have no dedicated home or ability to manage dependencies outside of the top-level workspace.

The `primer/react` repo is composed of several workspaces that use `npm` to manage dependencies. In order to install these dependencies, a contributor needs to visit each directory and run `npm install`. The project also has a convenience script for this task, invoked through `npm run setup`, that goes through this process for contributors.

These distinct workspaces may sometimes depend on each other. For example, the `docs` workspace depends on the `@primer/react` package which is defined at the top-level of the project. Similarly, examples in the `examples/*` folders may also depend on `@primer/react`. Currently these dependencies are expressed either through relative paths, file dependencies in `package.json`, or symlinks through `npm link`.

There is also a collection of scripts under the `script` directory that exist in the project that involve varying levels of complexity and depth.","## Decision 
## Decision

Adopt a monorepo tool such as `pnpm` with workspaces to manage dependencies and scripts holistically across the project.

This tool will enable:
- A single, top-level command (`pnpm install`) to install all dependencies across all workspaces.
- Proper versioned or symlinked inter-dependencies between workspaces (e.g., `docs` depending on `@primer/react`) using workspace protocols (e.g., `""workspace:*""`).
- Elimination of manual `npm link` or relative path hacks.
- Dedicated management of shared dev tools and scripts via the root `package.json`.
- Creation of reusable, isolated scripts under `scripts/` with their own dependencies if needed, managed through the same pnpm workspace.

Additionally, move complex scripts into their own workspace (e.g., `tools/*`) with individual `package.json` files to manage their specific dependencies, enabling better maintainability and testability.

This improves developer experience, ensures consistency, and scales with project growth.","## Decision

Setup the project to use [`npm` workspaces](https://docs.npmjs.com/cli/v7/using-npm/workspaces). This will require changing the project to have a top-level `package.json` file which will use `workspaces` to reference child workspaces. The layout for the project would then be:

```
- root
  # Root package.json, defines workspaces
  - package.json

  # Workspaces
  - docs
  - packages
    - react
    - *
  - examples
    - nextjs
    - consumer-test
    - *

  # Top-level scripts
  - script

  # Testing & Development
  - .storybook
  - .playwright

  # Repo config
  - .github
  - .vscode
```

The following items will be installed and ran at the root-level:

- Linting
  - `eslint`
  - `markdownlint`
- Testing
  - Jest
  - Playwright
- Development
  - Storybook
- Type checking
  - TypeScript

Certain configuration items, like for TypeScript or Babel, may need configuration defined at the top-level and extended by child workspaces.

The current `@primer/react` package will move to the `packages/react` package. Workspaces that depend on `@primer/react` should reference the version of that package."
"## Context

Currently all files live under the `src` directory. In the `npm` package for `@primer/react`, we specify the following export pattern:

```json5
{
  exports: {
    // ...
    './lib-esm/*': {
      import: [
        // ...
      ],
      require: [
        // ...
      ],
    },
  },
}
```

This pattern, along with our Rollup setup, opts-in files and folders under the `src` directory into the public API of the package. This means that certain parts of the codebase which aren't intended to be used outside of `@primer/react` are considered part of its public API and can be imported and used by consumers.","## Decision 
## Decision
Restructure the `src` directory to separate internal and public code by introducing a dedicated `internal` folder for implementation details not intended for public use. Update the package exports configuration to only include explicitly intended entry points under `./lib-esm/*`, ensuring that files within `internal` are excluded from the public API. This prevents accidental exposure of internal modules and strengthens encapsulation.","## Decision

Adopt a convention in Primer React where internal modules live in the `src/internal` folder. This folder which would include all components, hooks, and other modules which are not intended for usage outside of the project. Files within `src/internal` may be grouped by area, such as `src/internal/components`, `src/internal/hooks`, etc.

In the `""exports""` field of our `npm` package, we can then add the following pattern:

```json5
{
  exports: {
    // ...
    './lib-esm/internal/*': null,
  },
}
```

This pattern would remove any files and folders within `src/internal` from the public API of the `npm` package. This pattern is inspired by [this section](https://nodejs.org/api/packages.html#package-entry-points) from Node.js, specifically this example:

```json
{
  ""name"": ""my-package"",
  ""exports"": {
    ""."": ""./lib/index.js"",
    ""./feature/*.js"": ""./feature/*.js"",
    ""./feature/internal/*"": null
  }
}
```"
"## Context

> **Note**
> This ADR supercedes [`ADR 009`](./adr-009-interaction-tests.md)

We author tests using a combination of Jest and Playwright. Typically, Jest is
used for unit and integration tests and Playwright is used for Visual Regression
Tests against our Storybook.

In `ADR 009`, we proposed using Storybook's [`play`
functions](https://storybook.js.org/docs/react/writing-stories/play-function) as
the recommended way to author tests that require tests based on user
interactions. In this ADR, we would like to revisit this decision.","## Decision 
## Decision
After further evaluation, we are deprecating the use of Storybook's `play` functions for interaction tests. While `play` functions offer a convenient way to define user interactions within stories, they blur the line between development aids and test code, making it harder to maintain clear testing boundaries.

Instead, we are standardizing on using Playwright for all user interaction and end-to-end testing scenarios. Interaction tests should be written as dedicated Playwright test files (`.e2e.spec.ts`) that run against rendered components in Storybook or actual application pages. This ensures tests are explicit, isolated, and run in a controlled environment with full access to Playwright’s assertion and debugging capabilities.

Jest will remain responsible for unit and integration tests only, while Playwright becomes the single source of truth for any test involving user actions, browser behavior, or visual regression.","## Decision

For tests involving interaction, use Playwright to visit a storybook story and
interact with the component directly. This will allow for easy integration with
Visual Regression Testing and our automated accessibility testing (through axe).
In order to perform interactions, use [actions from
Playwright](https://playwright.dev/docs/input)."
"## Context

There are situations where a component prop can support a value or a ""responsive
value"" that results in the value changing depending on the viewport size. For
example:

```tsx
// Value
<Stack gap=""condensed"" />

// Responsive value
<Stack gap={{ narrow: 'condensed', regular: 'normal', wide: 'spacious' />
```

Typically, a responsive value will support all of our named breakpoints: narrow,
regular, and wide. Authors can use a hook called `useResponsiveValue` to support
resolving the value of a prop based on the current viewport size. The
implementation of this hook uses [`matchMedia`](https://developer.mozilla.org/en-US/docs/Web/API/Window/matchMedia)
which, unfortunately, has a downside: the value of a prop may shift when the
component is server-side rendered. If the prop is used for styles or layout, then this will lead to a layout shift
when the component hydrates and the viewport size is different than the fallback
size on the server.

As a result, we would like to offer a paved path for providing responsive props
in a way tha twill not lead to layout shift during server-side rendering.","## Decision 
## Decision
We will adopt a CSS-first approach for responsive props to prevent layout shifts during server-side rendering. Instead of resolving responsive values on the client using `useResponsiveValue` and `matchMedia`, we will generate responsive utility classes that handle value changes based on media queries.

For example, instead of passing a responsive object to a prop like `gap`, authors will use dedicated class names or shorthand token syntax that maps to predefined CSS classes:

```tsx
// Preferred: Uses CSS classes that respond to breakpoints without JS
<Stack className=""gap-condensed@narrow gap-normal@regular gap-spacious@wide"" />

// Or via a transformed prop using design tokens (compiled to same result)
<Stack gap={{ narrow: 'condensed', regular: 'normal', wide: 'spacious' }} />
```

Under the hood, the latter will be statically analyzed or transformed at build time into the corresponding utility classes, ensuring consistent server and client output.

This approach eliminates reliance on `matchMedia` for initial render, avoids hydration mismatches, and ensures stable SSR output. The `useResponsiveValue` hook will be deprecated for layout-affecting props and only allowed in cases where dynamic behavior is essential and does not impact layout stability.","## Decision

Authors should use data attributes to bridge between responsive values in
JavaScript and the corresponding styles in CSS. Authors should avoid using
JavaScript-driven mechanisms for controlling responsive values in order to
prevent layout shift during SSR.

For example, consider a `Stack` component that has a `gap` prop. This prop can
receive a plain value or one that is a responsive value. To support this,
authors should use the following patterns:

```tsx
type GapScale = 'none' | 'condensed' | 'normal' | 'spacious'

type StackProps = React.PropsWithChildren<{
  // Responsive props should be a union of the value of the prop plus
  // `ResponsiveValue` over that value
  gap?: GapScale | ResponsiveValue<GapScale>
}>

function Stack({children, gap}: StackProps) {
  // The `getResponsiveAttributes` helper is useful for adding the corresponding
  // `data-*` attributes to the container for the compnoent.
  //
  // In this case, it will add `data-gap` and `data-gap-{breakpoint}` attributes
  // with the corresponding value set
  return <StyledStack {...getResponsiveAttributes('gap', gap)}>{children}</StyledStack>
}

const StyledStack = styled.div`
  &[data-gap='none'],
  &[data-gap-narrow='none'] {
    /* ... */
  }

  &[data-gap='condensed'],
  &[data-gap-narrow='condensed'] {
    /* ... */
  }

  /* ... */

  // @custom-media --viewportRange-regular
  @media (min-width: 768px) {
    &[data-gap-regular='none'] {
      /* ... */
    }

    &[data-gap-regular='condensed'] {
      /* ... */
    }

    /* ... */
  }

  // @custom-media --viewportRange-wide
  @media (min-width: 1400px) {
    &[data-gap-wide='none'] {
      /* ... */
    }

    &[data-gap-wide='condensed'] {
      /* ... */
    }

    /* ... */
  }
`
```

By default, this approach uses the following conventions:

- Props which may have responsive values should have a value that is
  serializable, ideally as a `string` or `boolean`
- Props will be provided on the component as a data attribute, using the format:
  `data-{propName}`
- For responsive values, the breakpoint name will be appended to the data
  attribute name specified above. For example: `data-{propName}-{breakpoint}`

Data attributes will act as a bridge between JavaScript and CSS. In CSS, authors
should use these data attributes to apply styles based on the value of the
attribute per-breakpoint.

> [!NOTE]
> There is a utility named `getResponsiveAttributes` that can be used to generate
> the corresponding `data-*` attributes for the props which may have responsive
> values."
"## Context

There are times when a prop is deprecated in favor of a more accessible API or a more flexible prop that can support a wider range of values. In these cases, we want to provide a clear path for authors to migrate from the deprecated prop to the new API.

For
example:

```tsx
// old API
<ActionList>
  <ActionList.Group title=""Group title"">
    <ActionList.Item>Item 1</ActionList.Item>
    <ActionList.Item>Item 2</ActionList.Item>
  </ActionList.Group>
</ActionList>
```

```tsx
// new API
<ActionList>
  <ActionList.Group>
    <ActionList.GroupHeading as=""h2"">Group title</ActionList.GroupHeading>
    <ActionList.Item>Item 1</ActionList.Item>
    <ActionList.Item>Item 2</ActionList.Item>
  </ActionList.Group>
</ActionList>
```","## Decision 
## Decision

We will deprecate props and components that are superseded by more accessible or flexible alternatives by following a structured deprecation strategy:

1. **Introduce the New API First**: Ensure the replacement API (e.g., `ActionList.GroupHeading`) is fully implemented, documented, and available before marking anything as deprecated.

2. **Mark Deprecated Props/Components with Warnings**: When a deprecated prop or component (e.g., the `title` prop on `ActionList.Group`) is used, emit a runtime warning in development mode guiding users to the new API. The warning will include:
   - A clear message indicating the deprecation.
   - The recommended alternative.
   - A link to migration documentation.

3. **Maintain Backward Compatibility**: The deprecated API will continue to function during the deprecation period to avoid breaking changes.

4. **Document the Migration Path**: Provide clear documentation outlining:
   - Why the change was made (e.g., improved accessibility, flexibility).
   - Side-by-side examples of old vs. new usage.
   - Instructions for updating code.

5. **Remove in Next Major Version**: The deprecated prop or component will be removed in the next major version release, with proper communication in the changelog and migration guide.

This approach ensures a smooth transition for developers while allowing us to evolve the API toward better practices.","## Decision

1. Add the `@deprecated` TS notice, if possible, to the corresponding type
2. Mark the prop as deprecated in the component's documentation
3. Add an eslint rule or extend an existing one to warn against using the deprecated prop
4. Update the `primer/react` eslint plugin at github/github and evaluate the impact of the deprecation
5. If the change is minimal and safe, proceed with the auto fix of the eslint rule and create PRs by codeowners
6. If the change is large, add an eslint disable to each instance of the deprecated prop at github/github and make sure they show up on the accessibility score cards so that we can track the usage of the deprecated prop
7. Enable the eslint rule afterwards in github/github so that the new instances of the deprecated prop are heavily discouraged"
"## Context

Compilation failures during a CI build should surface good error messages.

For example, the actual compile errors from the typescript compiler should bubble as issues in the UI. And not simply ""tsc exited with exit code 1"".

VSCode has an extensible model for solving this type of problem. VSCode allows users to configure which [problems matchers](https://code.visualstudio.com/docs/editor/tasks#_defining-a-problem-matcher) to use, when scanning output. For example, a user can apply the `tsc` problem matcher to receive a rich error output experience in VSCode, when compiling their typescript project.

The problem-matcher concept fits well with ""setup"" actions. For example, the `setup-nodejs` action will download node.js, add it to the PATH, and register the `tsc` problem matcher. For the duration of the job, the `tsc` problem matcher will be applied against the output.","## Decision 
## Decision
We will leverage GitHub Actions' problem matcher feature to surface compilation errors clearly during CI builds. By using a `tsc`-compatible problem matcher, TypeScript compiler errors will be parsed and displayed as actionable annotations in the GitHub UI, rather than generic exit code failures. This will be implemented through a setup step (e.g., using `actions/setup-node` or a custom matcher registration) to ensure compile-time issues are visible, navigable, and traceable directly in pull requests.",## Decision
"## Context
run-actions run scripts using a platform specific shell:
`bash -eo pipefail` on non-windows, and `cmd.exe /c /d /s` on windows

The `shell` option overrides this to allow different flags or completely different shells/interpreters

A small example is:
```yml
jobs:
  bash-job:
    actions:
    - run: echo ""Hello""
      shell: bash
  python-job:
    actions:
    - run: print(""Hello"")
      shell: python {0}
```","## Decision 
## Decision

The `shell` option must support placeholder `{0}`, which is replaced with the path to the temporary script file containing the action's commands.

- On non-Windows platforms, the default shell is `bash -eo pipefail {0}`.
- On Windows, the default shell is `cmd.exe /d /c /s {0}`.
- When `shell` is specified (e.g., `bash`, `python {0}`, `sh -c`), it fully replaces the default command, and must include `{0}` if the script file should be passed as an argument.

This allows maximum flexibility for using alternative interpreters or custom shell flags while maintaining backward compatibility.","## Decision

___"
"## Context

User wants to reference workflow variables defined in workflow yaml file for action's input, displayName and condition.","## Decision 
We allow referencing workflow variables in the action's `input`, `displayName`, and `condition` fields using a `${{ }}` syntax. This enables dynamic configuration of actions based on workflow-level context such as environment, branch, or user-defined parameters.

For example:
```yaml
actions:
  - name: Deploy Application
    displayName: ${{ vars.ENVIRONMENT }} deployment for ${{ github.ref }}
    input:
      environment: ${{ vars.ENVIRONMENT }}
      image_tag: ${{ vars.IMAGE_TAG }}
    condition: ${{ vars.DEPLOY_ENABLED == 'true' }}
```

The variables are resolved at workflow execution time. If a referenced variable is undefined, the resolution fails early with a clear error message indicating the missing variable.",## Decision
"## Context
First party action `actions/cache` needs a input which is an explicit `key` used for restoring and saving the cache. For packages caching, the most common `key` might be the hash result of contents from all `package-lock.json` under `node_modules` folder.
  
There are serval different ways to get the hash `key` input for `actions/cache` action.

1. Customer calculate the `key` themselves from a different action, customer won't like this since it needs extra step for using cache feature
```yaml
  steps:
  - run: |
      hash=some_linux_hash_method(file1, file2, file3)
      echo ::set-output name=hash::$hash
    id: createHash
  - uses: actions/cache@v1
    with:
      key: ${{ steps.createHash.outputs.hash }}
``` 

2. Make the `key` input of `actions/cache` follow certain convention to calculate hash, this limited the `key` input to a certain format customer may not want.
```yaml
  steps:
  - uses: actions/cache@v1
    with:
      key: ${{ runner.os }}|${{ github.workspace }}|**/package-lock.json
```","## Decision 
## Decision

We decided to implement a solution where the `actions/cache` action automatically computes the cache key based on specified file patterns (e.g., `**/package-lock.json`) and environment context (e.g., `runner.os`) without requiring users to manually generate keys.

This approach strikes a balance between usability and flexibility:
- It avoids forcing users into extra steps by abstracting hash computation within the action.
- It supports common use cases (like caching `node_modules`) through declarative, convention-based syntax.
- It allows customization via explicit key composition while defaulting to secure, deterministic hashing of specified files.

Example usage:
```yaml
steps:
  - uses: actions/cache@v1
    with:
      path: node_modules
      key: ${{ runner.os }}-npm-cache-${{ hashFiles('**/package-lock.json') }}
```

The `hashFiles` function is provided as a built-in expression to compute file hashes consistently, making it easy for users to construct stable, content-aware keys without external steps.",## Decision
"## Context

Command echoing as a default behavior tends to clutter the user logs, so we want to swap to a system where users have to opt in to see this information.

Command outputs will still be echoed in the case there are any errors processing such commands. This is so the end user can have more context on why the command failed and help with troubleshooting.

Echo output in the user logs can be explicitly controlled by the new commands `::echo::on` and `::echo::off`. By default, echoing is enabled if `ACTIONS_STEP_DEBUG` secret is enabled, otherwise echoing is disabled.","## Decision  
## Decision

Change the default command echoing behavior to be **disabled** unless explicitly opted in.

Command echoing will now follow these rules:
- By default, commands are **not echoed** in logs.
- If the `ACTIONS_STEP_DEBUG` secret is enabled, echoing is **enabled by default** for debugging purposes.
- Users can explicitly control echoing using the new built-in commands:
  - `::echo::on` – enables command echoing
  - `::echo::off` – disables command echoing
- Regardless of echoing settings, **all command output (stdout/stderr) will be echoed if a command fails**, ensuring users have sufficient context for troubleshooting failures.

This change reduces log noise while preserving diagnostic information when needed.","## Decision
- The only commands that currently echo output are
  - `remove-matcher`
  - `add-matcher`
  - `add-path`
- These will no longer echo the command, if processed successfully
- All commands echo the input when any of these conditions is fulfilled:
  1. When such commands fail with an error
  2. When `::echo::on` is set
  3. When the `ACTIONS_STEP_DEBUG` is set, and echoing hasn't been explicitly disabled with `::echo::off`
- There are a few commands that won't be echoed, even when echo is enabled. These are (as of 2019/11/04):
   - `add-mask`
   - `debug`
   - `warning`
   - `error`
- The three commands above will not echo, either because echoing the command would leak secrets (e.g. `add-mask`), or it would not add any additional troubleshooting information to the logs (e.g. `debug`). It's expected that future commands would follow these ""echo-suppressing"" guidelines as well. Echo-suppressed commands are still free to output other information to the logs, as deemed fit."
